Code;Country;13/14;14/15;15/16;16/17;17/18;18/19;19/20;20/21
428;El Salvador;168.2305282;-0.015482069;291.3593581;-22.97941151;7.035085529;-41.63144302;-21.72860195;214.0699144
240;Niger;-78.0759069;70.8453134;671.8832775;64.86649945;154.9741832;-93.18586705;9.815004799;3050.750991
257;Guinea-Bissau;339.6573741;122.8030731;13.32674207;-35.00687753;-100;;81.11729752;314.1086947
378;Zambia;833.7119413;-68.42874272;10.1220497;-3.394495623;-19.82223442;50.0866623;-25.76565618;13.22028537
342;Somalia;54.02196128;-28.644118;77.83426285;-43.32359048;436.2109384;5.336648381;-29.2498039;-9.20413434
684;Laos;-12.0429367;-47.63301176;6.844965522;203.7073874;51.92486234;-2.85716888;-42.97097758;14.49119429
77;Armenia;211.1319298;-18.69775708;36.00430301;52.74196147;-8.024971732;26.31492143;25.75343494;8.651574028
268;Liberia;18.91165684;-85.76691129;334.3427593;-2.16577032;60.25250599;-9.40532316;697.0294034;-96.50537751
488;Guyana;-17.67303984;-97.80581816;-81.87258008;28372.22607;-22.40889788;-63.31233712;19.90285281;138.7370795
421;Belize;17.37032454;-61.31823172;-47.52645901;-27.41537282;-7.701113207;241.4542098;-99.9374364;132730.8669
37;Liechtenstein;41.79356573;-15.20632341;-15.51518992;2.375623471;-29.0992232;0.50241946;-58.48895035;209.9871457
716;Mongolia;-67.89619963;373.9889765;680.5829299;-64.00486214;129.720526;-86.11171606;254.5694225;20.41720722
463;Cayman Islands;-99.36384209;-62.21189923;2869.172577;780.5009714;-78.02715318;-27.83795351;-79.48650683;12911.60967
318;Congo;903.8724196;-93.82513603;52.2400432;67.59213576;-69.42531331;-62.92997726;491.5379053;-75.57128611
306;Central African Rep.;-13.21538223;23.85218032;-14.10139276;-66.61046273;228.2378562;-34.44355142;-10.27088185;16.09741057
44;Gibraltar;-99.28526487;12953.31361;-2.372935174;-99.53005139;-5.481485971;-96.70118296;60634.30515;222.087955
47;San Marino;28.34013653;-16.40477654;-37.98455434;-12.44619899;1.99626695;8.335899515;14.70946804;1.092468831
432;Nicaragua;34.91426328;46.21325313;-29.28030152;8.468135415;45.06621915;62.99657718;13.68517584;29.35592246
373;Mauritius;-3.749064233;-16.07946164;-25.44186786;-17.8519818;-23.41483164;11.56070507;-18.79744886;-59.22060717
472;Trinidad and Tobago;248.8114387;78.35383532;-28.41816639;51.32874295;-56.56377506;396.8331382;-56.45934267;-95.2997053
452;Haiti;-68.60819806;-10.1308717;77.65056902;23.54169315;-5.957039471;132.4208907;1.192439372;39.69851655
825;Palau;;-15.39696239;-84.34702156;287.8096926;3.1113202;-52.86993439;1226.932145;-89.37548607
247;Cape Verde;;181.7367464;-14.29352464;-60.04565889;-55.16035157;13.94287288;-98.25256074;9578.468085
837;Cook Islands;37.46575615;-78.19469407;253.9498259;-73.85997716;-99.75199543;-100;;
453;Bahamas;-96.1786166;219.365407;-98.96832599;30.80906074;1121.157754;-86.73627999;1926.801125;-88.50276128
41;Faroe Islands;-85.34772772;305.8007056;93.31167073;2.826578984;84.5370138;-22.53062557;497.6734389;-31.49089676
338;Djibouti;-66.86922774;19.5221843;-8.455997495;172.3350305;-53.09721216;-77.61520889;26.49211712;1401.144373
675;Bhutan;73403.7702;-90.69833617;28.18223594;1157.073133;-9.838745095;-32.80832945;-38.03841845;-27.50755672
324;Rwanda;-99.25163897;3695.175573;5.468574003;-7.3171662;8.327777641;39.42483759;29355.50451;-98.92129674
743;Macao;-0.482594049;-29.06748707;-97.06770885;39.47504912;-67.39613031;-37.27923133;85.98666446;1393.206127
816;Vanuatu;-99.84975357;448052.2739;-45.73657821;-44.13074612;294.16261;-98.55354965;-99.90483871;78095.9322
801;Papua New Guinea;-70.82625144;856.1172712;72.94545455;182.4369786;-19.17788374;46.70420768;23.89267303;-44.35900737
391;Botswana;2570.506912;4111.527179;-96.22098026;-44.46492464;-12.55368996;776.9591427;-86.28783829;3598.106201
395;Lesotho;660.2891566;-57.37956389;26.96391921;-16.80020617;-85.07025596;449.019238;-55.75595177;1252.209022
464;Jamaica;-27.10407289;-60.02968791;-73.12641587;218.7545345;251.107426;66.6643;-85.14240626;-2.573676075
838;Niue Island;-39.97863995;73.69766223;-56.04735368;-29.20755996;55.69988507;-28.87284415;-12.39527367;90.55246369
252;Gambia;236.3993089;-76.54012553;-85.82189239;-27.34886155;2184.293948;2009.507664;9.107328279;-90.27966959
492;Suriname;104.3726485;88.92765784;41.90587875;-32.6025598;5.347628426;-38.38898401;-63.04100825;62.90927947
45;Vatican City State;-96.54035627;-100;;-86.62245598;-100;;-100;
815;Fiji;551.5564117;-27.91925925;-62.44779626;168.0833106;-67.76242685;110.3263055;-38.51795201;133.8590373
389;Namibia;-13.6264126;-51.28276216;-66.33241729;29.03826896;146.3879872;29.18400091;-94.71332785;-24.37069079
807;Tuvalu;;-100;;;;-99.79449336;56055.11364;-14.73900418
626;Timor-Leste;;;;;;-97.50666159;12935.87786;20.72231657
328;Burundi;;1359.840333;9.631936849;152.6665076;38.10063347;201.5178072;-77.8875806;-35.93082875
336;Eritrea;-78.74450742;-97.64437121;378496.6614;-100;;-100;;1430.217028
803;Nauru;-62.7795661;62.39711934;37.23273678;-45.41467707;-78.43966383;121.6352047;130.4684475;46.7759353
310;Equatorial Guinea;363.2860352;-66.89875953;493.8496811;-86.26114187;234.9703377;1131.292195;-99.31269592;108.0996027
469;Barbados;1164.760994;-95.68897892;-89.40949561;19814.97425;57.26525017;-95.05808746;-77.74938493;124.3363068
832;USA Minor Outlying Islands;46.7100269;-70.05602259;-57.94284861;-82.97446042;216.2222553;542.1989825;78.29100832;-84.60484578
225;South Sudan;;;;;-2.97272568;-100;;4387.88774
43;Andorra;75.85426421;23.8888848;-27.43042363;-20.66883722;-39.35716053;-30.96634869;-70.13645992;139.26097
830;American Samoa;48.11686013;212.6802291;-94.5162289;-87.32206089;595.9394279;16.75773254;-67.06791828;-13.27129443
413;Bermuda;-99.68088123;8895.757672;-99.63871419;72.34901197;-35.68833266;64.75204018;-87.36902267;455.8974359
393;Eswatini;-15.782621;200.3965853;-30.1208324;905.4436581;-82.83894392;184.3478584;-93.89105719;40.49145299
839;Tokelau Islands;-37.07070707;18.6035313;162.471241;-73.25461483;153.3449007;224.8687315;-67.33269307;-25.58439696
449;St. Kitts and Nevis;8.887917017;-99.53334047;36966.92279;2.743974416;-58.50930488;-99.88157336;56375.93385;-99.55988329
822;French Polynesia;-100;;-94.16472581;3572.278665;63.15311043;-35.37462755;-73.17640003;-44.67579653
831;Guam;-100;;-100;;-100;;;
703;Brunei Darussalam;12654.72103;-72.53899086;-53.62700649;373.3914652;32.17604867;-98.23057432;1576.610979;-57.33096085
667;Maldives;-98.48911852;80.74265976;24177.35308;-78.5395326;-87.96838032;40.21341463;30.88171342;-75.70710637
460;Dominica;-93.95572884;-13.52533459;-86.15976257;1155.76865;-38.66421348;-97.43162435;2289.961832;-91.29629334
457;USA Virgin Isl.;-0.117765569;-76.02983664;-95.75499502;13700.71822;-89.72011741;62.28927252;95.2948394;-98.10773253
473;Grenada;;521.2121212;-77.59849906;114.8241206;7614.97076;-98.90696299;-30.00462321;93.52708058
406;Greenland;-97.54830187;72.9633236;186.3951961;-28.06971563;-11.18600838;275.6820513;-66.35725791;-80.25643106
891;Antarctica;1532.947368;-93.39908464;-100;;-97.04744451;364271.0345;-100;
893;South Georgia and Sandwich. Isl.;-100;;-100;;297.4199869;-100;;
809;New Caledonia;-87.76676399;-63.17353001;412.7955494;527.9739626;-83.00983873;-87.5285983;-70.72971871;104.735376
467;St. Vincent and Grenadines;-9.291938174;-100;;368.3700376;23.47497028;492.2617629;-81.7232171;-99.90118668
823;Micronesia;-100;;37.31778426;1626.751592;-100;;;
834;Christmas Islands;4770.432869;-97.06857074;1194.758479;123.5235752;-99.73543564;4816.778523;-94.88124488;16.8
806;Solomon Isl.;-36.89877079;-71.14149112;-96.21520644;-64.59333247;-74.07950174;8.90459364;-100;
454;Turks And Caicos Isl;-88.16793893;1042.580645;97.28966685;132.8277046;-74.64044253;-61.99709161;1089.285714;-96.6001716
474;Aruba;60.43553256;-100;;-95.67307692;199.3055556;-100;;
833;Cocos Islands;;-100;;;;-7.874015748;88.6039886;-60.42296073
357;British Ind.Oce.Ter.;-49.13476665;504.3298969;962.3677926;-53.93731132;-99.09363453;35958.84615;-100;
446;Anguilla;;-100;;-34.60685235;-100;;;
459;Antigua and Barbuda;-97.65143777;1903.755418;-53.41902633;-27.06140507;-99.73560749;403090.2795;-98.85196137;-99.76803876
820;Northern Mariana Islands;-9.060308555;-98.49228871;1305.973813;-91.69431349;319.2711983;-92.59568778;-100;
465;St. Lucia;-98.82279836;9067.741935;345.3521848;32.94715068;-85.52866875;-76.36825207;-100;
894;French Southern Territories;;;;;;-38.16038981;-100;
377;Mayotte;-100;;;-100;;;127.4725275;-95.65217391
468;British Virgin Isl.;-4.32854152;-19.5927037;245.9313718;246.3911359;-66.29688823;-99.85529216;-100;
812;Kiribati;-100;;-80.25111169;-100;;;;-99.2481203
819;Samoa;-100;;;;;-99.26225475;-100;
724;North Korea;-16.14925482;426.8679378;-69.34447667;-59.19135439;-37.66011766;-94.09531883;25.19321597;-100
470;Montserrat;535.7032457;-23.49866278;-50.88193231;-85.05338078;-100;;;-100
311;Sao Tome And Principe;562.7240285;-100;;-100;;-100;;-100
835;Heard Island and Mc Donald Isl.;;;;;;;;-100
811;Vallis and Futuna;-100;;;-100;;;;-100
475;Curaçao;-96.66527579;7104.591024;136.4183594;-25.05061284;-100;;;-100
329;St. Helena And Dep.;;;-66.57439446;-76.29399586;-62.00873362;5918.965517;-90.01241287;-100
408;St Pierre and Miquelon;3275.06832;-98.93492451;-31.40350877;-29.75277067;-86.04368932;2226.086957;-86.5046729;-100
813;Pitcairn;1438.920135;-87.08427747;-40.01131862;701.7924528;-100;;;-100
529;Falkland Islands;3055.77812;289.9907231;-76.07857375;103.3390904;3.853083496;-50.18463902;-100;
836;Norfolk Islands;;-100;;5.889984432;-100;;;
21;Ceuta;-89.79369283;-56.56345399;879.6184739;-100;;;;
23;Melilla;-94.89689992;-9.893666204;-62.33966136;-100;;;;
817;Tonga;275.7281553;-100;;;;;;
892;Bouvet Islands;;-100;;;;;;
950;Stores and Provinces;-100;;;;;;;
